raw_text,ner_tags_json
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Kế bên Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 123 Hẻm 36 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '123', 'Hẻm', '36', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
30/49 Nguyen Hue,"{'tokens': ['30/49', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Ấp 2 gần Le Loi,"{'tokens': ['Ấp', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Khu phố 3 gần Le Loi,"{'tokens': ['Khu', 'phố', '3', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Thôn 9 gần Le Loi,"{'tokens': ['Thôn', '9', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
246/43 Mai Chi Tho,"{'tokens': ['246/43', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 14 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 63 Kiệt 15 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '63', 'Kiệt', '15', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
216/38 Le Loi,"{'tokens': ['216/38', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Landmark 81 Số 71 Kiệt 26 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '71', 'Kiệt', '26', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Ấp 16 gần Le Loi,"{'tokens': ['Ấp', '16', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
159/14 Mai Chi Tho,"{'tokens': ['159/14', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 76 Hẻm 19 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '76', 'Hẻm', '19', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 5 gần Mai Chi Tho,"{'tokens': ['Xóm', '5', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
110/3 Mai Chi Tho,"{'tokens': ['110/3', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 2 Kiệt 15 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '2', 'Kiệt', '15', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Tổ 10 gần Le Loi,"{'tokens': ['Tổ', '10', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
